Order_ID,Order_Date,Customer_ID,Category,Sales,Profit,Discount
ORD-00362,2024-06-16,CUST-0105,Furniture,378.43,19.43,0.09
ORD-00363,2024-06-18,CUST-0016,Technology,316.06,50.74,0.11
ORD-00364,2024-06-13,CUST-0098,Office Supplies,103.24,15.58,0.02
ORD-00365,2024-06-11,CUST-0056,Furniture,192.92,-7.0,0.25
ORD-00366,2024-06-23,CUST-0062,Office Supplies,84.43,7.65,0.13
ORD-00367,2024-06-13,CUST-0043,Technology,479.71,66.03,0.15
ORD-00368,2024-06-25,CUST-0069,Technology,557.25,92.37,0.1
ORD-00369,2024-06-11,CUST-0074,Furniture,610.92,6.71,0.16
ORD-00370,2024-07-23,CUST-0043,Office Supplies,100.23,11.02,0.09
ORD-00371,2024-07-13,CUST-0089,Office Supplies,112.99,10.22,0.13
ORD-00372,2024-07-22,CUST-0104,Furniture,536.45,15.13,0.13
ORD-00373,2024-07-21,CUST-0036,Office Supplies,82.18,7.28,0.13
ORD-00374,2024-07-16,CUST-0035,Office Supplies,103.04,9.79,0.12
ORD-00375,2024-07-05,CUST-0090,Office Supplies,77.12,3.27,0.21
ORD-00376,2024-07-19,CUST-0077,Furniture,455.4,2.02,0.17
ORD-00377,2024-07-04,CUST-0056,Technology,242.95,28.21,0.19
ORD-00378,2024-07-15,CUST-0087,Office Supplies,107.81,9.59,0.13
ORD-00379,2024-07-15,CUST-0054,Technology,484.95,67.46,0.15
ORD-00380,2024-07-05,CUST-0030,Technology,810.38,121.48,0.13
ORD-00381,2024-07-21,CUST-0043,Furniture,401.89,19.13,0.1
ORD-00382,2024-07-03,CUST-0116,Office Supplies,167.75,14.97,0.13
ORD-00383,2024-07-09,CUST-0084,Furniture,507.02,15.41,0.13
ORD-00384,2024-07-23,CUST-0011,Technology,15.0,1.46,0.22
ORD-00385,2024-07-03,CUST-0044,Furniture,432.04,0.31,0.18
ORD-00386,2024-07-28,CUST-0037,Office Supplies,15.0,1.15,0.15
ORD-00387,2024-07-18,CUST-0059,Office Supplies,76.07,5.63,0.16
ORD-00388,2024-07-11,CUST-0098,Furniture,613.8,-7.76,0.2
ORD-00389,2024-07-25,CUST-0083,Furniture,411.08,-25.6,0.3
ORD-00390,2024-07-18,CUST-0049,Furniture,286.71,3.02,0.16
ORD-00391,2024-07-03,CUST-0030,Technology,651.65,109.1,0.1
ORD-00392,2024-07-22,CUST-0106,Technology,579.07,78.0,0.16
ORD-00393,2024-07-08,CUST-0012,Office Supplies,80.94,10.28,0.06
ORD-00394,2024-07-14,CUST-0116,Office Supplies,73.6,4.91,0.17
ORD-00395,2024-07-25,CUST-0119,Office Supplies,42.57,1.67,0.22
ORD-00396,2024-07-28,CUST-0069,Furniture,425.54,19.85,0.1
ORD-00397,2024-07-06,CUST-0032,Technology,419.48,87.91,0.02
ORD-00398,2024-07-01,CUST-0081,Office Supplies,80.39,6.52,0.14
ORD-00399,2024-07-26,CUST-0104,Technology,514.63,90.42,0.08
ORD-00400,2024-07-12,CUST-0023,Technology,637.54,95.64,0.13
ORD-00401,2024-07-05,CUST-0037,Furniture,285.21,-1.54,0.19
ORD-00402,2024-07-14,CUST-0078,Technology,586.3,110.8,0.06
ORD-00403,2024-07-26,CUST-0083,Furniture,267.85,-2.91,0.2
ORD-00404,2024-07-06,CUST-0071,Technology,571.84,87.87,0.12
ORD-00405,2024-07-28,CUST-0033,Technology,458.0,40.25,0.24
ORD-00406,2024-07-22,CUST-0114,Furniture,429.21,2.63,0.17
ORD-00407,2024-07-19,CUST-0114,Technology,728.56,118.35,0.1
ORD-00408,2024-07-15,CUST-0031,Technology,393.52,43.9,0.2
ORD-00409,2024-07-15,CUST-0109,Furniture,422.81,5.32,0.16
ORD-00410,2024-07-01,CUST-0011,Technology,345.33,38.77,0.2
ORD-00411,2024-07-15,CUST-0107,Office Supplies,156.4,15.87,0.11
ORD-00412,2024-07-22,CUST-0076,Office Supplies,60.68,3.35,0.19
ORD-00413,2024-07-03,CUST-0005,Furniture,406.51,14.6,0.12
ORD-00414,2024-07-12,CUST-0084,Furniture,491.78,-0.99,0.19
ORD-00415,2024-07-10,CUST-0110,Office Supplies,129.76,9.72,0.15
ORD-00416,2024-08-14,CUST-0065,Furniture,238.24,-10.87,0.26
ORD-00417,2024-08-15,CUST-0088,Office Supplies,42.08,2.15,0.2
ORD-00418,2024-08-07,CUST-0102,Office Supplies,58.37,6.91,0.08
ORD-00419,2024-08-28,CUST-0022,Office Supplies,103.83,10.84,0.1
ORD-00420,2024-08-08,CUST-0019,Furniture,238.36,-12.21,0.27
ORD-00421,2024-08-12,CUST-0057,Furniture,318.58,1.64,0.17
ORD-00422,2024-08-23,CUST-0069,Furniture,530.48,-9.25,0.21
ORD-00423,2024-08-27,CUST-0108,Technology,442.95,66.13,0.13
ORD-00424,2024-08-09,CUST-0048,Office Supplies,90.63,9.12,0.11
ORD-00425,2024-08-28,CUST-0025,Technology,564.87,75.8,0.16
ORD-00426,2024-08-24,CUST-0002,Office Supplies,87.42,8.48,0.11
ORD-00427,2024-08-20,CUST-0089,Office Supplies,127.33,10.43,0.14
ORD-00428,2024-08-27,CUST-0113,Office Supplies,119.64,9.83,0.14
ORD-00429,2024-08-10,CUST-0018,Office Supplies,97.69,6.56,0.17
ORD-00430,2024-08-08,CUST-0032,Office Supplies,159.67,17.44,0.09
ORD-00431,2024-08-12,CUST-0107,Furniture,485.33,18.23,0.11
ORD-00432,2024-08-07,CUST-0095,Technology,675.48,123.12,0.07
ORD-00433,2024-08-22,CUST-0066,Furniture,408.11,3.68,0.17
ORD-00434,2024-08-25,CUST-0085,Office Supplies,110.94,13.64,0.07
ORD-00435,2024-08-27,CUST-0060,Office Supplies,89.43,5.62,0.18
ORD-00436,2024-08-04,CUST-0064,Technology,582.54,108.67,0.06
ORD-00437,2024-08-21,CUST-0001,Office Supplies,95.91,9.5,0.11
ORD-00438,2024-08-26,CUST-0004,Technology,268.84,25.43,0.23
ORD-00439,2024-08-19,CUST-0097,Furniture,432.45,19.75,0.1
ORD-00440,2024-08-05,CUST-0102,Furniture,382.56,-0.47,0.18
ORD-00441,2024-08-10,CUST-0071,Technology,409.22,65.19,0.11
ORD-00442,2024-08-14,CUST-0099,Technology,508.32,60.78,0.18
ORD-00443,2024-08-05,CUST-0098,Technology,619.81,77.49,0.17
ORD-00444,2024-08-12,CUST-0100,Office Supplies,79.12,6.81,0.13
ORD-00445,2024-08-09,CUST-0039,Furniture,173.43,-9.59,0.28
ORD-00446,2024-08-09,CUST-0077,Office Supplies,72.75,6.35,0.13
ORD-00447,2024-08-16,CUST-0083,Office Supplies,60.39,2.4,0.22
ORD-00448,2024-08-10,CUST-0050,Office Supplies,44.61,1.77,0.22
ORD-00449,2024-08-11,CUST-0031,Office Supplies,33.43,1.62,0.2
ORD-00450,2024-08-15,CUST-0020,Office Supplies,37.95,2.57,0.17
ORD-00451,2024-08-05,CUST-0059,Office Supplies,91.49,7.4,0.14
ORD-00452,2024-08-08,CUST-0110,Office Supplies,78.63,6.35,0.14
ORD-00453,2024-08-24,CUST-0079,Office Supplies,102.8,9.42,0.12
ORD-00454,2024-08-13,CUST-0022,Office Supplies,96.68,6.03,0.18
ORD-00455,2024-08-26,CUST-0030,Office Supplies,98.14,10.48,0.1
ORD-00456,2024-08-03,CUST-0023,Furniture,459.15,15.08,0.12
ORD-00457,2024-08-01,CUST-0075,Office Supplies,71.26,7.25,0.11
ORD-00458,2024-08-04,CUST-0031,Technology,416.4,46.13,0.2
ORD-00459,2024-08-22,CUST-0098,Furniture,611.72,8.93,0.16
ORD-00460,2024-08-09,CUST-0018,Office Supplies,74.72,4.88,0.17
ORD-00461,2024-08-27,CUST-0061,Furniture,568.75,10.19,0.15
ORD-00462,2024-08-12,CUST-0027,Furniture,432.92,9.45,0.14
ORD-00463,2024-08-08,CUST-0083,Technology,480.8,59.72,0.17
ORD-00464,2024-08-20,CUST-0050,Furniture,311.17,-7.25,0.22
ORD-00465,2024-08-18,CUST-0100,Office Supplies,81.39,4.85,0.18
ORD-00466,2024-08-20,CUST-0115,Technology,745.11,102.39,0.15
ORD-00467,2024-08-03,CUST-0075,Technology,652.95,110.99,0.09
ORD-00468,2024-09-15,CUST-0061,Furniture,488.11,21.65,0.1
ORD-00469,2024-09-10,CUST-0015,Office Supplies,70.35,3.35,0.2
ORD-00470,2024-09-04,CUST-0068,Furniture,548.73,10.19,0.15
ORD-00471,2024-09-02,CUST-0065,Technology,254.46,32.74,0.17
ORD-00472,2024-09-16,CUST-0096,Technology,544.86,77.39,0.14
ORD-00473,2024-09-08,CUST-0108,Technology,453.47,51.2,0.19
ORD-00474,2024-09-05,CUST-0109,Office Supplies,83.81,5.78,0.17
ORD-00475,2024-09-12,CUST-0035,Furniture,463.4,11.4,0.14
ORD-00476,2024-09-24,CUST-0031,Office Supplies,19.02,0.98,0.2
ORD-00477,2024-09-18,CUST-0107,Office Supplies,92.72,9.29,0.11
ORD-00478,2024-09-24,CUST-0033,Furniture,289.93,-4.49,0.21
ORD-00479,2024-09-14,CUST-0059,Office Supplies,90.47,8.33,0.12
ORD-00480,2024-09-27,CUST-0027,Office Supplies,131.06,16.84,0.06
ORD-00481,2024-09-14,CUST-0109,Furniture,523.34,15.25,0.13
ORD-00482,2024-09-09,CUST-0094,Office Supplies,69.32,4.8,0.16
ORD-00483,2024-09-12,CUST-0017,Technology,661.6,88.15,0.16
ORD-00484,2024-09-15,CUST-0072,Technology,630.01,98.96,0.11
ORD-00485,2024-09-28,CUST-0022,Office Supplies,60.01,6.48,0.09
ORD-00486,2024-09-22,CUST-0097,Furniture,585.09,29.52,0.09
ORD-00487,2024-09-21,CUST-0016,Furniture,228.99,-19.37,0.34
ORD-00488,2024-09-13,CUST-0054,Furniture,389.72,2.03,0.17
ORD-00489,2024-09-04,CUST-0029,Technology,607.09,110.04,0.07
ORD-00490,2024-09-27,CUST-0050,Office Supplies,46.49,3.37,0.16
ORD-00491,2024-09-22,CUST-0016,Furniture,215.92,-4.15,0.22
ORD-00492,2024-09-21,CUST-0048,Technology,673.51,129.6,0.05
ORD-00493,2024-09-01,CUST-0066,Furniture,458.45,19.72,0.1
ORD-00494,2024-09-11,CUST-0013,Technology,317.66,35.66,0.2
ORD-00495,2024-09-05,CUST-0069,Technology,709.04,94.7,0.16
ORD-00496,2024-09-07,CUST-0110,Office Supplies,128.71,13.12,0.11
ORD-00497,2024-09-25,CUST-0093,Technology,794.0,82.28,0.21
ORD-00498,2024-09-19,CUST-0113,Furniture,591.61,2.7,0.17
ORD-00499,2024-09-28,CUST-0059,Technology,470.33,67.34,0.14
ORD-00500,2024-09-25,CUST-0105,Technology,555.58,96.16,0.09
ORD-00501,2024-09-20,CUST-0029,Technology,705.71,95.26,0.15
ORD-00502,2024-09-28,CUST-0082,Technology,605.61,97.18,0.11
ORD-00503,2024-09-05,CUST-0082,Office Supplies,126.16,12.24,0.11
ORD-00504,2024-09-26,CUST-0017,Furniture,319.63,0.7,0.18
ORD-00505,2024-09-22,CUST-0014,Technology,747.42,102.0,0.15
ORD-00506,2024-09-05,CUST-0107,Office Supplies,100.98,9.79,0.11
ORD-00507,2024-09-26,CUST-0004,Technology,304.62,33.53,0.2
ORD-00508,2024-09-19,CUST-0086,Office Supplies,71.58,6.39,0.13
ORD-00509,2024-09-06,CUST-0116,Technology,549.67,90.64,0.1
ORD-00510,2024-09-05,CUST-0032,Technology,530.63,74.59,0.14
ORD-00511,2024-09-17,CUST-0012,Office Supplies,98.03,10.37,0.1
ORD-00512,2024-09-03,CUST-0118,Technology,604.37,94.09,0.12
ORD-00513,2024-09-25,CUST-0073,Furniture,432.47,2.17,0.17
ORD-00514,2024-09-19,CUST-0010,Furniture,217.35,-2.36,0.2
ORD-00515,2024-09-17,CUST-0003,Technology,536.11,80.29,0.13
ORD-00516,2024-09-20,CUST-0035,Technology,572.09,108.74,0.05
ORD-00517,2024-09-26,CUST-0056,Technology,378.19,46.98,0.17
ORD-00518,2024-09-22,CUST-0075,Office Supplies,112.62,10.96,0.11
ORD-00519,2024-09-15,CUST-0065,Furniture,347.99,-23.61,0.31
ORD-00520,2024-09-01,CUST-0045,Furniture,374.61,-5.58,0.21
ORD-00521,2024-09-16,CUST-0092,Technology,390.27,59.74,0.12
ORD-00522,2024-09-14,CUST-0102,Office Supplies,72.0,7.74,0.1
ORD-00523,2024-09-16,CUST-0080,Office Supplies,98.21,10.42,0.1
ORD-00524,2024-09-15,CUST-0057,Office Supplies,129.04,11.29,0.13
ORD-00525,2024-09-03,CUST-0101,Technology,347.64,36.57,0.21
ORD-00526,2024-10-05,CUST-0106,Technology,756.69,95.75,0.17
ORD-00527,2024-10-09,CUST-0118,Technology,602.92,92.7,0.12
ORD-00528,2024-10-19,CUST-0030,Furniture,536.77,31.44,0.08
ORD-00529,2024-10-11,CUST-0085,Furniture,371.7,-0.5,0.18
ORD-00530,2024-10-20,CUST-0092,Furniture,268.22,-5.64,0.22
ORD-00531,2024-10-15,CUST-0075,Furniture,604.76,4.04,0.17
ORD-00532,2024-10-14,CUST-0021,Furniture,382.55,5.49,0.16
ORD-00533,2024-10-23,CUST-0029,Technology,645.88,99.65,0.12
ORD-00534,2024-10-21,CUST-0016,Technology,438.94,52.93,0.18
ORD-00535,2024-10-25,CUST-0105,Office Supplies,100.43,10.81,0.1
ORD-00536,2024-10-28,CUST-0079,Furniture,456.71,23.94,0.09
ORD-00537,2024-10-15,CUST-0067,Technology,332.45,30.14,0.24
ORD-00538,2024-10-14,CUST-0091,Office Supplies,86.86,6.94,0.15
ORD-00539,2024-10-15,CUST-0055,Technology,777.33,124.35,0.11
ORD-00540,2024-10-24,CUST-0014,Furniture,408.15,23.0,0.08
ORD-00541,2024-10-14,CUST-0052,Technology,593.79,81.67,0.15
ORD-00542,2024-10-09,CUST-0080,Technology,706.39,121.05,0.09
ORD-00543,2024-10-05,CUST-0049,Furniture,232.21,-12.74,0.28
ORD-00544,2024-10-16,CUST-0070,Office Supplies,101.65,13.9,0.04
ORD-00545,2024-10-27,CUST-0111,Technology,194.24,28.79,0.13
ORD-00546,2024-10-14,CUST-0062,Technology,545.77,98.52,0.07
ORD-00547,2024-10-24,CUST-0073,Technology,615.82,106.05,0.09
ORD-00548,2024-10-05,CUST-0060,Furniture,396.95,9.52,0.14
ORD-00549,2024-10-19,CUST-0014,Furniture,597.1,4.87,0.17
ORD-00550,2024-10-18,CUST-0005,Office Supplies,130.15,10.88,0.14
ORD-00551,2024-10-04,CUST-0016,Technology,489.17,71.43,0.13
ORD-00552,2024-10-28,CUST-0009,Furniture,496.14,3.88,0.17
ORD-00553,2024-10-25,CUST-0090,Office Supplies,102.09,7.43,0.16
ORD-00554,2024-10-24,CUST-0086,Furniture,353.63,-13.05,0.25
ORD-00555,2024-10-10,CUST-0095,Technology,463.68,68.8,0.13
ORD-00556,2024-10-12,CUST-0013,Furniture,295.99,-9.26,0.24
ORD-00557,2024-10-17,CUST-0010,Technology,218.42,30.2,0.15
ORD-00558,2024-10-22,CUST-0073,Technology,616.49,65.89,0.21
ORD-00559,2024-10-28,CUST-0109,Furniture,390.46,17.28,0.1
ORD-00560,2024-10-28,CUST-0076,Technology,467.58,61.86,0.16
ORD-00561,2024-10-04,CUST-0013,Furniture,316.85,-12.07,0.25
ORD-00562,2024-10-19,CUST-0116,Office Supplies,108.17,10.96,0.11
ORD-00563,2024-10-14,CUST-0101,Technology,506.29,71.94,0.14
ORD-00564,2024-10-25,CUST-0046,Office Supplies,113.95,7.6,0.17
ORD-00565,2024-10-20,CUST-0069,Office Supplies,125.11,13.79,0.09
ORD-00566,2024-10-18,CUST-0102,Office Supplies,16.27,2.1,0.06
ORD-00567,2024-10-22,CUST-0086,Technology,443.26,60.01,0.15
ORD-00568,2024-10-09,CUST-0028,Office Supplies,65.74,3.4,0.2
ORD-00569,2024-10-09,CUST-0118,Technology,558.3,74.86,0.16
ORD-00570,2024-10-10,CUST-0097,Office Supplies,94.15,14.05,0.02
ORD-00571,2024-10-12,CUST-0095,Office Supplies,155.8,18.83,0.07
ORD-00572,2024-10-28,CUST-0084,Technology,524.1,86.21,0.1
ORD-00573,2024-10-22,CUST-0034,Technology,653.3,106.69,0.1
ORD-00574,2024-10-05,CUST-0065,Furniture,394.6,-21.21,0.28
ORD-00575,2024-10-01,CUST-0102,Office Supplies,56.27,3.97,0.16
ORD-00576,2024-10-17,CUST-0028,Technology,567.83,84.57,0.13
ORD-00577,2024-10-14,CUST-0107,Technology,675.56,108.49,0.11
ORD-00578,2024-10-06,CUST-0085,Furniture,462.57,14.83,0.12
ORD-00579,2024-10-24,CUST-0036,Furniture,254.44,5.35,0.14
ORD-00580,2024-10-19,CUST-0023,Technology,741.66,112.6,0.12
ORD-00581,2024-10-02,CUST-0072,Furniture,362.23,-5.6,0.21
ORD-00582,2024-10-25,CUST-0050,Technology,406.69,45.0,0.2
ORD-00583,2024-10-22,CUST-0090,Furniture,225.32,10.24,0.1
ORD-00584,2024-10-15,CUST-0080,Technology,647.79,89.38,0.15
ORD-00585,2024-10-16,CUST-0069,Office Supplies,144.51,17.81,0.07
ORD-00586,2024-10-14,CUST-0066,Furniture,529.03,2.0,0.17
ORD-00587,2024-10-25,CUST-0054,Technology,596.3,73.16,0.18
ORD-00588,2024-10-12,CUST-0037,Furniture,380.05,-13.45,0.25
ORD-00589,2024-10-10,CUST-0022,Furniture,567.33,9.48,0.15
ORD-00590,2024-10-19,CUST-0106,Office Supplies,120.64,12.88,0.1
ORD-00591,2024-10-22,CUST-0072,Furniture,301.57,-2.7,0.2
ORD-00592,2024-10-08,CUST-0089,Technology,699.68,108.6,0.12
ORD-00593,2024-11-20,CUST-0117,Furniture,494.63,-21.66,0.26
ORD-00594,2024-11-07,CUST-0086,Technology,378.5,44.4,0.19
ORD-00595,2024-11-07,CUST-0037,Technology,520.31,51.98,0.22
ORD-00596,2024-11-25,CUST-0062,Office Supplies,70.69,5.17,0.16
ORD-00597,2024-11-11,CUST-0102,Technology,472.87,65.17,0.15
ORD-00598,2024-11-16,CUST-0003,Technology,457.33,54.22,0.18
ORD-00599,2024-11-06,CUST-0078,Office Supplies,144.35,17.38,0.07
ORD-00600,2024-11-18,CUST-0013,Technology,306.01,38.07,0.17
ORD-00601,2024-11-17,CUST-0117,Office Supplies,82.17,9.04,0.09
ORD-00602,2024-11-22,CUST-0102,Furniture,252.79,-12.67,0.27
ORD-00603,2024-11-03,CUST-0016,Office Supplies,34.26,3.44,0.11
ORD-00604,2024-11-24,CUST-0049,Furniture,303.45,-2.22,0.2
ORD-00605,2024-11-01,CUST-0027,Technology,700.56,109.29,0.12
ORD-00606,2024-11-03,CUST-0099,Furniture,319.96,9.58,0.13
ORD-00607,2024-11-19,CUST-0026,Office Supplies,62.21,6.83,0.09
ORD-00608,2024-11-13,CUST-0049,Furniture,306.06,-6.39,0.22
ORD-00609,2024-11-14,CUST-0024,Office Supplies,116.4,13.87,0.07
ORD-00610,2024-11-13,CUST-0008,Technology,630.15,98.15,0.12
ORD-00611,2024-11-11,CUST-0009,Technology,623.94,135.17,0.01
ORD-00612,2024-11-20,CUST-0120,Technology,555.07,99.13,0.08
ORD-00613,2024-11-23,CUST-0072,Furniture,559.58,2.17,0.17
ORD-00614,2024-11-03,CUST-0069,Office Supplies,117.45,12.93,0.09
ORD-00615,2024-11-04,CUST-0109,Furniture,303.84,-3.61,0.2
ORD-00616,2024-11-19,CUST-0070,Technology,613.58,75.47,0.18
ORD-00617,2024-11-03,CUST-0116,Furniture,422.35,4.8,0.16
ORD-00618,2024-11-10,CUST-0106,Furniture,380.25,3.82,0.16
ORD-00619,2024-11-08,CUST-0029,Office Supplies,69.76,5.34,0.15
ORD-00620,2024-11-06,CUST-0012,Technology,705.94,100.76,0.14
ORD-00621,2024-11-21,CUST-0053,Technology,706.07,110.89,0.11
ORD-00622,2024-11-17,CUST-0070,Technology,728.71,116.37,0.11
ORD-00623,2024-11-25,CUST-0044,Technology,390.47,28.33,0.27
ORD-00624,2024-11-24,CUST-0112,Technology,766.18,119.07,0.12
ORD-00625,2024-11-21,CUST-0035,Office Supplies,103.1,11.68,0.08
ORD-00626,2024-11-08,CUST-0024,Office Supplies,98.41,13.67,0.04
ORD-00627,2024-11-09,CUST-0032,Technology,603.47,79.99,0.16
ORD-00628,2024-11-20,CUST-0117,Technology,885.95,119.03,0.16
ORD-00629,2024-11-25,CUST-0039,Technology,378.9,50.3,0.16
ORD-00630,2024-11-06,CUST-0021,Office Supplies,103.52,9.68,0.12
ORD-00631,2024-11-21,CUST-0010,Office Supplies,68.32,6.03,0.13
ORD-00632,2024-11-25,CUST-0014,Furniture,492.07,19.81,0.11
ORD-00633,2024-11-19,CUST-0116,Furniture,393.67,-3.3,0.2
ORD-00634,2024-11-19,CUST-0093,Furniture,523.53,-2.55,0.19
ORD-00635,2024-11-20,CUST-0072,Furniture,437.22,15.81,0.12
ORD-00636,2024-11-21,CUST-0101,Technology,493.99,50.01,0.22
ORD-00637,2024-11-15,CUST-0003,Technology,673.02,95.07,0.14
ORD-00638,2024-11-15,CUST-0097,Technology,756.52,122.71,0.11
ORD-00639,2024-11-26,CUST-0011,Furniture,256.88,-14.25,0.28
ORD-00640,2024-11-02,CUST-0016,Technology,668.34,58.12,0.24
ORD-00641,2024-11-03,CUST-0045,Furniture,490.11,-1.79,0.19
ORD-00642,2024-11-15,CUST-0043,Technology,719.05,82.81,0.19
ORD-00643,2024-11-12,CUST-0059,Technology,690.8,102.09,0.13
ORD-00644,2024-11-03,CUST-0005,Office Supplies,107.84,14.35,0.05
ORD-00645,2024-11-28,CUST-0105,Furniture,495.92,-2.94,0.19
ORD-00646,2024-11-20,CUST-0089,Technology,390.13,61.29,0.11
ORD-00647,2024-11-15,CUST-0112,Furniture,515.61,-2.16,0.19
ORD-00648,2024-11-26,CUST-0090,Furniture,660.93,22.14,0.12
ORD-00649,2024-11-02,CUST-0078,Office Supplies,77.12,4.86,0.18
ORD-00650,2024-11-26,CUST-0072,Furniture,355.15,-3.51,0.2
ORD-00651,2024-11-07,CUST-0104,Furniture,255.17,16.56,0.06
ORD-00652,2024-11-16,CUST-0100,Technology,410.11,36.55,0.24
ORD-00653,2024-11-02,CUST-0055,Furniture,580.53,26.1,0.1
ORD-00654,2024-11-26,CUST-0032,Furniture,386.92,-2.88,0.2
ORD-00655,2024-11-11,CUST-0032,Office Supplies,130.53,13.87,0.1
ORD-00656,2024-11-03,CUST-0097,Office Supplies,103.24,8.15,0.15
ORD-00657,2024-11-06,CUST-0079,Furniture,586.5,24.22,0.11
ORD-00658,2024-11-23,CUST-0035,Technology,596.36,110.11,0.06
ORD-00659,2024-11-15,CUST-0066,Furniture,312.62,-6.12,0.22
ORD-00660,2024-11-20,CUST-0051,Furniture,651.14,19.85,0.13
ORD-00661,2024-11-12,CUST-0072,Technology,738.04,124.55,0.09
ORD-00662,2024-11-13,CUST-0022,Office Supplies,127.46,10.02,0.15
ORD-00663,2024-11-11,CUST-0095,Furniture,407.3,-0.89,0.19
ORD-00664,2024-12-02,CUST-0069,Office Supplies,102.84,7.8,0.15
ORD-00665,2024-12-21,CUST-0012,Office Supplies,129.49,14.11,0.09
ORD-00666,2024-12-11,CUST-0087,Technology,787.22,140.54,0.08
ORD-00667,2024-12-22,CUST-0102,Technology,443.9,45.15,0.22
ORD-00668,2024-12-09,CUST-0101,Furniture,238.22,-1.74,0.2
ORD-00669,2024-12-22,CUST-0106,Office Supplies,133.29,12.58,0.12
ORD-00670,2024-12-20,CUST-0086,Office Supplies,52.78,4.33,0.14
ORD-00671,2024-12-11,CUST-0006,Office Supplies,76.63,8.81,0.08
ORD-00672,2024-12-22,CUST-0108,Technology,411.79,46.41,0.2
ORD-00673,2024-12-12,CUST-0120,Technology,706.05,118.32,0.1
ORD-00674,2024-12-21,CUST-0015,Technology,248.5,27.9,0.2
ORD-00675,2024-12-13,CUST-0050,Office Supplies,78.77,4.86,0.18
ORD-00676,2024-12-23,CUST-0098,Technology,787.82,128.93,0.1
ORD-00677,2024-12-10,CUST-0005,Office Supplies,102.68,10.53,0.1
ORD-00678,2024-12-21,CUST-0020,Furniture,83.14,-3.38,0.26
ORD-00679,2024-12-27,CUST-0076,Office Supplies,72.97,6.06,0.14
ORD-00680,2024-12-23,CUST-0042,Technology,420.14,47.95,0.19
ORD-00681,2024-12-24,CUST-0058,Office Supplies,26.66,1.0,0.22
ORD-00682,2024-12-17,CUST-0067,Office Supplies,97.34,8.23,0.14
ORD-00683,2024-12-22,CUST-0097,Technology,688.0,110.64,0.11
ORD-00684,2024-12-12,CUST-0040,Furniture,391.66,8.8,0.14
ORD-00685,2024-12-10,CUST-0116,Technology,710.01,95.65,0.16
ORD-00686,2024-12-07,CUST-0068,Technology,701.57,111.36,0.11
ORD-00687,2024-12-25,CUST-0082,Technology,684.81,105.42,0.12
ORD-00688,2024-12-08,CUST-0051,Furniture,495.51,12.12,0.14
ORD-00689,2024-12-05,CUST-0108,Office Supplies,36.9,2.41,0.17
ORD-00690,2024-12-28,CUST-0021,Technology,542.24,77.91,0.14
ORD-00691,2024-12-17,CUST-0115,Office Supplies,115.81,13.91,0.07
ORD-00692,2024-12-27,CUST-0085,Office Supplies,83.98,6.81,0.14
ORD-00693,2024-12-17,CUST-0021,Office Supplies,127.31,16.24,0.06
ORD-00694,2024-12-11,CUST-0042,Technology,504.2,78.17,0.12
ORD-00695,2024-12-20,CUST-0079,Office Supplies,122.04,11.75,0.12
ORD-00696,2024-12-13,CUST-0008,Technology,513.33,78.7,0.12
ORD-00697,2024-12-06,CUST-0091,Technology,793.57,130.44,0.1
ORD-00698,2024-12-25,CUST-0077,Office Supplies,101.83,9.92,0.11
ORD-00699,2024-12-06,CUST-0113,Furniture,615.1,15.84,0.14
ORD-00700,2024-12-02,CUST-0032,Office Supplies,91.29,7.64,0.14
ORD-00701,2024-12-22,CUST-0016,Furniture,69.2,-0.7,0.2
ORD-00702,2024-12-15,CUST-0096,Office Supplies,107.41,8.93,0.14
ORD-00703,2024-12-25,CUST-0042,Furniture,245.3,6.13,0.14
ORD-00704,2024-12-15,CUST-0078,Office Supplies,58.9,5.38,0.12
ORD-00705,2024-12-08,CUST-0017,Technology,809.81,121.62,0.13
ORD-00706,2024-12-26,CUST-0099,Technology,570.64,101.66,0.08
ORD-00707,2024-12-27,CUST-0007,Office Supplies,117.17,9.57,0.14
ORD-00708,2024-12-22,CUST-0087,Technology,799.98,114.18,0.14
ORD-00709,2024-12-15,CUST-0052,Office Supplies,111.0,13.3,0.07
ORD-00710,2024-12-10,CUST-0093,Furniture,458.35,-1.48,0.19
ORD-00711,2024-12-17,CUST-0010,Office Supplies,49.16,1.22,0.25
ORD-00712,2024-12-06,CUST-0076,Furniture,308.56,-12.83,0.26
ORD-00713,2024-12-26,CUST-0099,Office Supplies,123.17,11.71,0.12
ORD-00714,2024-12-28,CUST-0112,Furniture,314.72,7.57,0.14
ORD-00715,2024-12-21,CUST-0059,Technology,726.78,108.14,0.13
ORD-00716,2024-12-12,CUST-0008,Furniture,405.82,8.59,0.14
ORD-00717,2024-12-04,CUST-0070,Furniture,486.43,-5.53,0.2
ORD-00718,2024-12-17,CUST-0020,Office Supplies,75.35,4.05,0.19
ORD-00719,2024-12-10,CUST-0045,Office Supplies,134.42,11.4,0.14
ORD-00720,2024-12-06,CUST-0073,Technology,705.62,100.16,0.14
ORD-00721,2024-12-17,CUST-0008,Technology,585.87,64.99,0.2
ORD-00722,2024-12-14,CUST-0105,Technology,449.1,86.36,0.05
ORD-00723,2024-12-08,CUST-0068,Technology,572.49,67.16,0.19
ORD-00724,2024-12-12,CUST-0006,Office Supplies,66.27,8.94,0.05
